Symbol,Date,Open,High,Low,Close,Volume
PRL,3/27/2024,26.12,26.85,26.12,26.56,3971968
PRL,3/28/2024,26.7,27.69,26.7,27.16,9655142
PRL,3/29/2024,27.6,27.64,27,27.11,6152725
PRL,4/1/2024,27.25,27.5,26.44,26.57,4582190
PRL,4/2/2024,26.5,26.55,25.84,25.98,4986672
PRL,4/3/2024,26,26.61,26,26.22,6387509
PRL,4/4/2024,26.63,27.55,26.32,27.1,16965131
PRL,4/8/2024,27.28,27.47,27.07,27.13,6027371
PRL,4/9/2024,27.3,27.3,26.5,26.84,4853096
PRL,4/15/2024,26.8,27.4,26.52,27.22,7432772
PRL,4/16/2024,27.45,27.84,27,27.14,11987140
PRL,4/17/2024,27.13,29.05,26.75,28.42,39117871
PRL,4/18/2024,28.5,29.86,27.9,29.27,28448430
PRL,4/19/2024,29.49,30.41,28.75,30.09,49662367
